Rk,Season,Team,G,W,L,W/L%,Pace,ORtg,DRtg,eFG%,TS%,TOV%,ORB%,DRB%,FTr,opp_eFG%,opp_TS%,opp_TOV%,opp_ORB%,opp_DRB%,opp_FTr
591,2020-21,Quinnipiac,22,9,13,0.409,72.0,92.2,94.2,0.469,0.505,17.6,21.2,72.2,0.354,0.442,0.482,15.0,27.8,78.8,0.327
592,2019-20,Quinnipiac,30,15,15,0.5,68.9,101.0,102.6,0.509,0.543,17.6,26.9,73.8,0.282,0.488,0.511,12.3,26.2,73.1,0.236
593,2023-24,Queens (NC),33,14,19,0.424,73.6,108.7,110.8,0.513,0.545,13.5,29.2,71.3,0.331,0.534,0.564,13.8,28.7,70.8,0.294
594,2022-23,Queens (NC),33,18,15,0.545,71.0,109.5,105.2,0.521,0.555,15.1,31.1,74.6,0.353,0.521,0.546,14.2,25.4,68.9,0.251
595,2023-24,Purdue Fort Wayne,36,23,13,0.639,72.3,110.1,98.3,0.544,0.568,12.9,23.6,71.3,0.293,0.506,0.538,19.5,28.7,76.4,0.32
596,2022-23,Purdue Fort Wayne,32,17,15,0.531,70.3,104.5,98.8,0.519,0.546,16.3,27.6,75.0,0.286,0.503,0.528,16.4,25.0,72.4,0.227
597,2021-22,Purdue Fort Wayne,33,21,12,0.636,69.4,104.3,98.9,0.54,0.568,17.2,23.2,73.5,0.273,0.527,0.552,20.0,26.5,76.8,0.255
598,2020-21,Purdue Fort Wayne,23,8,15,0.348,69.4,104.2,109.1,0.582,0.6,21.4,26.2,69.2,0.302,0.525,0.558,14.8,30.8,73.8,0.304
599,2019-20,Purdue Fort Wayne,33,14,19,0.424,69.5,98.6,101.2,0.497,0.519,17.3,28.5,76.7,0.251,0.523,0.55,17.1,23.3,71.5,0.287
600,2023-24,Purdue,39,34,5,0.872,68.3,119.5,100.1,0.558,0.591,14.0,37.7,75.7,0.413,0.475,0.503,12.1,24.3,62.3,0.22
601,2022-23,Purdue,35,29,6,0.829,64.2,112.8,97.4,0.518,0.558,14.6,38.4,76.5,0.372,0.472,0.497,13.6,23.5,61.6,0.192
602,2021-22,Purdue,37,29,8,0.784,66.7,117.8,101.6,0.565,0.593,15.0,35.2,76.2,0.382,0.491,0.516,12.5,23.8,64.8,0.216
603,2020-21,Purdue,28,18,10,0.643,66.5,105.8,99.4,0.51,0.542,16.0,32.6,75.9,0.317,0.488,0.517,14.9,24.1,67.4,0.301
604,2019-20,Purdue,31,16,15,0.516,64.7,102.9,94.5,0.478,0.504,14.6,34.9,72.8,0.258,0.471,0.508,18.0,27.2,65.1,0.319
605,2023-24,Providence,35,21,14,0.6,68.4,104.7,99.5,0.515,0.547,15.5,27.0,72.2,0.318,0.475,0.508,14.8,27.8,73.0,0.277
606,2022-23,Providence,33,21,12,0.636,68.2,111.2,102.1,0.511,0.551,14.3,34.8,72.8,0.363,0.497,0.528,14.9,27.2,65.2,0.254
607,2021-22,Providence,33,27,6,0.818,65.9,106.4,98.5,0.5,0.54,14.7,30.3,72.6,0.37,0.463,0.494,13.5,27.4,69.7,0.27
608,2020-21,Providence,26,13,13,0.5,67.2,101.9,101.8,0.483,0.516,14.8,29.1,70.1,0.316,0.486,0.517,14.6,29.9,70.9,0.301
609,2019-20,Providence,31,19,12,0.613,69.6,102.3,94.7,0.473,0.511,16.1,33.7,71.6,0.359,0.474,0.515,18.9,28.4,66.3,0.374
610,2023-24,Princeton,29,24,5,0.828,65.8,117.1,101.3,0.548,0.583,11.0,25.7,76.4,0.276,0.508,0.534,15.1,23.6,74.3,0.249
611,2022-23,Princeton,32,23,9,0.719,69.0,108.1,98.1,0.526,0.554,15.0,29.1,77.8,0.302,0.479,0.508,13.5,22.2,70.9,0.28
612,2021-22,Princeton,30,23,7,0.767,68.7,114.7,100.7,0.575,0.584,12.9,25.8,77.0,0.208,0.506,0.531,14.9,23.0,74.2,0.222
613,2019-20,Princeton,27,14,13,0.519,67.2,106.0,102.4,0.541,0.568,16.7,25.5,76.3,0.278,0.517,0.547,15.7,23.7,74.5,0.264
614,2023-24,Presbyterian,33,14,19,0.424,68.9,107.7,105.3,0.527,0.553,14.4,27.6,72.5,0.369,0.519,0.559,16.5,27.5,72.4,0.416
615,2022-23,Presbyterian,32,5,27,0.156,64.9,96.2,105.8,0.476,0.503,17.6,30.7,70.7,0.369,0.532,0.557,16.5,29.3,69.3,0.388
616,2021-22,Presbyterian,32,12,20,0.375,66.5,98.5,98.7,0.471,0.502,16.7,33.9,75.6,0.315,0.518,0.557,20.0,24.4,66.1,0.396
617,2020-21,Presbyterian,22,7,15,0.318,66.8,95.5,99.8,0.47,0.505,19.3,32.3,72.7,0.347,0.52,0.556,20.0,27.3,67.7,0.42
618,2019-20,Presbyterian,32,10,22,0.313,67.2,99.5,108.3,0.508,0.542,18.9,26.6,73.0,0.347,0.532,0.563,15.2,27.0,73.4,0.359
619,2023-24,Prairie View A&M,31,10,21,0.323,72.8,96.4,104.9,0.461,0.506,15.5,26.9,66.2,0.369,0.53,0.568,19.8,33.8,73.1,0.464
620,2022-23,Prairie View A&M,32,13,19,0.406,69.7,95.4,96.6,0.454,0.49,16.5,32.3,72.3,0.329,0.488,0.532,19.3,27.7,67.7,0.417
621,2021-22,Prairie View A&M,27,8,19,0.296,71.8,95.5,104.9,0.484,0.524,20.8,31.7,65.8,0.385,0.51,0.544,17.6,34.2,68.3,0.448
622,2020-21,Prairie View A&M,21,16,5,0.762,70.7,100.9,90.9,0.503,0.524,16.8,30.9,68.6,0.27,0.474,0.505,22.2,31.4,69.1,0.46
623,2019-20,Prairie View A&M,32,19,13,0.594,72.7,98.2,93.2,0.484,0.526,17.5,28.1,72.2,0.404,0.484,0.53,21.6,27.8,71.9,0.489
624,2023-24,Portland State,32,17,15,0.531,69.5,102.8,102.7,0.476,0.51,13.8,30.2,72.0,0.335,0.511,0.54,16.5,28.0,69.8,0.328
625,2022-23,Portland State,31,12,19,0.387,72.3,105.4,104.4,0.51,0.546,14.8,26.0,70.1,0.338,0.532,0.576,19.6,29.9,74.0,0.455
626,2021-22,Portland State,31,14,17,0.452,72.2,101.0,99.1,0.481,0.52,14.9,27.3,68.8,0.318,0.512,0.545,20.7,31.2,72.7,0.388
627,2020-21,Portland State,22,9,13,0.409,70.6,96.8,93.7,0.455,0.49,16.5,32.4,77.0,0.327,0.498,0.536,20.9,23.0,67.6,0.417
628,2019-20,Portland State,32,18,14,0.563,72.5,108.5,103.9,0.498,0.531,14.7,36.8,66.4,0.306,0.521,0.551,18.3,33.6,63.2,0.307
629,2023-24,Portland,33,12,21,0.364,69.0,103.3,114.7,0.514,0.545,15.4,24.1,72.1,0.307,0.549,0.568,11.5,27.9,75.9,0.221
630,2022-23,Portland,33,14,19,0.424,71.1,108.5,109.7,0.541,0.582,16.0,24.6,70.0,0.421,0.538,0.56,14.8,30.0,75.4,0.28
631,2021-22,Portland,34,19,15,0.559,72.0,102.7,99.9,0.504,0.551,16.4,23.9,74.2,0.35,0.488,0.519,15.2,25.8,76.1,0.255
632,2020-21,Portland,21,6,15,0.286,73.0,94.6,113.3,0.476,0.525,17.4,18.7,68.4,0.359,0.58,0.6,17.0,31.6,81.3,0.227
633,2019-20,Portland,32,9,23,0.281,70.5,93.5,101.6,0.49,0.52,17.9,20.2,70.0,0.329,0.503,0.527,16.3,30.0,79.8,0.297
634,2023-24,Pittsburgh,33,22,11,0.667,67.0,112.9,101.0,0.516,0.545,11.5,31.0,76.2,0.305,0.49,0.529,14.8,23.8,69.0,0.305
635,2022-23,Pittsburgh,36,24,12,0.667,68.1,110.4,102.4,0.525,0.562,14.3,29.5,71.4,0.329,0.485,0.517,14.3,28.6,70.5,0.304
636,2021-22,Pittsburgh,32,11,21,0.344,64.2,95.8,106.0,0.467,0.509,18.4,30.5,73.9,0.394,0.52,0.548,14.6,26.1,69.5,0.294
637,2020-21,Pittsburgh,22,10,12,0.455,68.5,103.9,102.3,0.488,0.519,15.5,34.5,73.9,0.369,0.5,0.533,15.4,26.1,65.5,0.332
638,2019-20,Pittsburgh,33,16,17,0.485,66.0,98.4,99.2,0.451,0.494,15.6,32.8,65.4,0.351,0.498,0.525,19.8,34.6,67.2,0.26
639,2023-24,Pepperdine,33,13,20,0.394,68.4,106.4,108.2,0.51,0.541,14.3,29.1,74.7,0.326,0.54,0.57,15.1,25.3,70.9,0.334
640,2022-23,Pepperdine,31,9,22,0.29,73.9,103.8,108.2,0.531,0.555,16.7,26.1,70.7,0.268,0.521,0.549,14.1,29.3,73.9,0.32
641,2021-22,Pepperdine,32,7,25,0.219,71.7,94.4,107.2,0.478,0.506,17.9,26.6,69.5,0.238,0.525,0.554,15.8,30.5,73.4,0.309
642,2020-21,Pepperdine,27,15,12,0.556,72.2,104.5,100.1,0.521,0.561,16.1,24.0,74.0,0.318,0.49,0.53,16.3,26.0,76.0,0.34
643,2019-20,Pepperdine,32,16,16,0.5,71.6,104.5,105.6,0.5,0.545,15.4,26.9,72.1,0.33,0.528,0.56,16.7,27.9,73.1,0.347
644,2023-24,Pennsylvania,29,11,18,0.379,66.5,110.1,110.0,0.534,0.555,14.3,30.0,73.4,0.272,0.532,0.556,13.0,26.6,70.0,0.266
645,2022-23,Pennsylvania,30,17,13,0.567,67.9,108.5,104.2,0.534,0.564,16.1,30.3,72.3,0.294,0.49,0.52,12.9,27.7,69.7,0.311
646,2021-22,Pennsylvania,28,12,16,0.429,69.0,103.4,108.4,0.513,0.539,15.0,25.2,72.0,0.242,0.521,0.548,13.4,28.0,74.8,0.288
647,2019-20,Pennsylvania,27,16,11,0.593,71.6,102.6,98.2,0.53,0.548,15.8,22.8,72.9,0.249,0.472,0.501,14.6,27.1,77.2,0.245
648,2023-24,Penn State,33,16,17,0.485,70.2,106.1,103.7,0.503,0.544,13.8,26.8,67.8,0.353,0.502,0.547,17.9,32.2,73.2,0.363
649,2022-23,Penn State,37,23,14,0.622,64.4,110.4,104.2,0.554,0.575,12.5,19.2,74.4,0.213,0.491,0.518,11.5,25.6,80.8,0.255
650,2021-22,Penn State,31,14,17,0.452,62.8,101.6,102.3,0.505,0.53,16.2,28.6,75.9,0.218,0.483,0.515,12.2,24.1,71.4,0.262
651,2020-21,Penn State,25,11,14,0.44,69.7,103.3,103.8,0.479,0.513,13.9,31.9,75.2,0.278,0.53,0.563,17.6,24.8,68.1,0.335
652,2019-20,Penn State,31,21,10,0.677,71.4,105.1,95.5,0.495,0.525,13.6,29.3,72.5,0.31,0.464,0.497,16.2,27.5,70.7,0.318
653,2023-24,Pacific,32,6,26,0.188,69.3,92.7,114.3,0.469,0.5,15.4,19.0,67.3,0.369,0.554,0.585,14.5,32.7,81.0,0.356
654,2022-23,Pacific,33,15,18,0.455,70.8,106.3,109.0,0.529,0.561,14.9,23.4,69.3,0.339,0.539,0.565,15.9,30.7,76.6,0.363
655,2021-22,Pacific,30,8,22,0.267,69.5,94.3,104.2,0.468,0.502,15.8,22.7,77.9,0.319,0.54,0.571,17.1,22.1,77.3,0.272
656,2020-21,Pacific,18,9,9,0.5,69.1,99.0,100.2,0.481,0.508,14.8,28.9,76.7,0.276,0.508,0.542,16.4,23.3,71.1,0.323
657,2019-20,Pacific,33,23,10,0.697,65.9,103.1,95.4,0.498,0.527,15.5,33.5,79.9,0.348,0.477,0.52,16.5,20.1,66.5,0.412
658,2023-24,Oregon State,32,13,19,0.406,66.2,101.7,107.3,0.499,0.539,16.2,26.8,69.2,0.361,0.508,0.543,14.8,30.8,73.2,0.355
659,2022-23,Oregon State,32,11,21,0.344,65.1,94.1,102.9,0.469,0.513,18.4,25.2,69.9,0.335,0.492,0.529,15.7,30.1,74.8,0.34
660,2021-22,Oregon State,31,3,28,0.097,67.8,99.1,113.4,0.492,0.521,16.1,26.2,66.0,0.276,0.55,0.575,15.1,34.0,73.8,0.291
661,2020-21,Oregon State,33,20,13,0.606,66.2,105.7,101.4,0.498,0.541,15.1,29.9,70.9,0.349,0.481,0.523,15.8,29.1,70.1,0.38
662,2019-20,Oregon State,31,18,13,0.581,66.6,106.9,101.6,0.516,0.559,15.3,26.5,71.0,0.388,0.494,0.529,16.2,29.0,73.5,0.309
663,2023-24,Oregon,36,24,12,0.667,68.4,109.6,104.8,0.519,0.551,12.9,28.6,72.7,0.32,0.515,0.548,15.7,27.3,71.4,0.323
664,2022-23,Oregon,36,21,15,0.583,66.5,105.7,99.3,0.511,0.54,15.8,32.6,73.6,0.32,0.471,0.506,14.3,26.4,67.4,0.239
665,2021-22,Oregon,35,20,15,0.571,68.4,105.0,101.2,0.511,0.536,14.8,30.0,69.0,0.292,0.492,0.522,16.6,31.0,70.0,0.293
666,2020-21,Oregon,29,21,7,0.75,65.8,109.9,100.3,0.542,0.565,14.7,28.8,72.7,0.26,0.508,0.541,17.9,27.3,71.2,0.267
667,2019-20,Oregon,31,24,7,0.774,66.1,111.7,98.2,0.543,0.567,15.1,32.7,68.9,0.289,0.473,0.51,17.1,31.1,67.3,0.295
668,2023-24,Oral Roberts,31,12,19,0.387,68.6,106.2,108.9,0.517,0.547,12.6,21.8,69.6,0.267,0.51,0.543,13.4,30.4,78.2,0.301
669,2022-23,Oral Roberts,35,30,5,0.857,71.5,116.5,98.2,0.558,0.585,11.7,25.4,72.6,0.246,0.484,0.508,15.5,27.4,74.6,0.203
670,2021-22,Oral Roberts,31,19,12,0.613,72.2,114.4,102.2,0.544,0.567,11.9,28.4,76.6,0.232,0.496,0.521,12.8,23.4,71.6,0.242
671,2020-21,Oral Roberts,29,18,11,0.621,73.6,109.7,102.2,0.539,0.576,13.9,22.9,68.8,0.275,0.487,0.519,15.7,31.2,77.1,0.312
672,2019-20,Oral Roberts,31,17,14,0.548,71.5,111.1,101.3,0.511,0.545,12.3,31.3,73.4,0.29,0.504,0.536,16.4,26.6,68.7,0.302
673,2023-24,Omaha,33,15,18,0.455,68.0,108.0,106.4,0.506,0.549,12.8,25.0,75.4,0.392,0.525,0.558,14.8,24.6,75.0,0.317
674,2022-23,Omaha,32,9,23,0.281,68.3,99.9,111.1,0.492,0.532,16.3,24.3,71.4,0.296,0.532,0.567,14.0,28.6,75.7,0.331
675,2021-22,Omaha,30,5,25,0.167,71.4,97.4,116.9,0.492,0.525,17.1,24.2,70.9,0.286,0.557,0.589,13.0,29.1,75.8,0.37
676,2020-21,Omaha,25,5,20,0.2,72.2,93.3,108.0,0.463,0.495,16.1,23.0,73.4,0.292,0.535,0.566,15.0,26.6,77.0,0.311
677,2019-20,Omaha,32,16,16,0.5,70.7,102.3,107.0,0.5,0.528,14.9,27.2,73.1,0.271,0.52,0.551,14.3,26.9,72.8,0.288
678,2023-24,Ole Miss,32,20,12,0.625,68.6,109.3,107.8,0.511,0.548,13.6,30.3,63.8,0.351,0.502,0.535,15.3,36.2,69.7,0.323
679,2022-23,Ole Miss,33,12,21,0.364,66.4,100.9,103.3,0.475,0.506,15.4,33.3,70.1,0.292,0.495,0.532,15.7,29.9,66.7,0.303
680,2021-22,Ole Miss,32,13,19,0.406,67.0,100.5,101.3,0.496,0.526,15.9,26.7,73.4,0.287,0.514,0.541,17.1,26.6,73.3,0.28
681,2020-21,Ole Miss,28,16,12,0.571,67.3,101.8,94.1,0.487,0.522,17.5,34.7,72.9,0.342,0.485,0.518,19.8,27.1,65.3,0.337
682,2019-20,Ole Miss,32,15,17,0.469,68.8,99.5,98.8,0.486,0.528,16.7,26.2,72.1,0.368,0.476,0.525,17.2,27.9,73.8,0.406
683,2023-24,Old Dominion,32,7,25,0.219,71.2,98.8,107.3,0.476,0.501,13.4,25.5,69.2,0.275,0.51,0.548,15.6,30.8,74.5,0.393
684,2022-23,Old Dominion,31,19,12,0.613,65.6,101.5,100.5,0.464,0.501,14.4,32.8,71.3,0.367,0.479,0.51,15.0,28.7,67.2,0.343
685,2021-22,Old Dominion,32,13,19,0.406,65.7,100.8,101.6,0.473,0.506,15.3,32.2,72.6,0.34,0.496,0.522,14.9,27.4,67.8,0.285
686,2020-21,Old Dominion,23,15,8,0.652,68.2,99.7,98.7,0.491,0.522,16.2,28.1,74.6,0.316,0.494,0.523,16.8,25.4,71.9,0.293
687,2019-20,Old Dominion,32,13,19,0.406,67.5,96.4,96.4,0.453,0.486,15.4,30.8,78.3,0.288,0.481,0.52,16.6,21.7,69.2,0.34
688,2023-24,Oklahoma State,32,12,20,0.375,68.0,103.2,105.7,0.513,0.544,16.5,27.5,71.5,0.34,0.513,0.544,14.7,28.5,72.5,0.276
689,2022-23,Oklahoma State,36,20,16,0.556,68.0,99.7,96.1,0.488,0.52,17.7,32.6,71.8,0.325,0.456,0.499,16.3,28.2,67.4,0.304
690,2021-22,Oklahoma State,30,15,15,0.5,68.8,96.9,93.1,0.48,0.51,18.4,32.3,68.6,0.33,0.456,0.496,19.5,31.4,67.7,0.312
691,2020-21,Oklahoma State,30,21,9,0.7,73.0,102.7,97.5,0.512,0.547,18.2,31.1,70.2,0.376,0.471,0.508,17.0,29.8,68.9,0.314
692,2019-20,Oklahoma State,32,18,14,0.563,68.5,98.7,96.5,0.478,0.52,17.0,29.3,71.0,0.352,0.467,0.507,17.8,29.0,70.7,0.331
693,2023-24,Oklahoma,32,20,12,0.625,68.4,109.4,99.8,0.531,0.569,15.8,30.1,73.8,0.377,0.475,0.517,14.6,26.2,69.9,0.312
694,2022-23,Oklahoma,32,15,17,0.469,66.4,101.1,100.9,0.524,0.555,18.0,23.7,72.8,0.301,0.48,0.512,13.6,27.2,76.3,0.301
695,2021-22,Oklahoma,35,19,16,0.543,66.1,103.0,97.0,0.548,0.575,19.7,25.8,73.8,0.274,0.494,0.525,18.0,26.2,74.2,0.264
696,2020-21,Oklahoma,27,16,11,0.593,69.2,106.2,99.6,0.508,0.542,13.7,26.7,72.6,0.293,0.491,0.521,16.2,27.4,73.3,0.237
697,2019-20,Oklahoma,31,19,12,0.613,69.7,100.8,96.7,0.482,0.524,14.2,23.4,72.6,0.313,0.467,0.491,14.5,27.4,76.6,0.197
698,2023-24,Ohio State,36,22,14,0.611,67.3,110.9,103.1,0.51,0.551,13.4,31.4,71.5,0.337,0.486,0.519,13.7,28.5,68.6,0.299
699,2022-23,Ohio State,35,16,19,0.457,65.9,109.2,103.9,0.52,0.549,14.0,31.5,71.4,0.266,0.489,0.521,13.7,28.6,68.5,0.281
700,2021-22,Ohio State,32,20,12,0.625,65.1,110.9,103.2,0.543,0.578,15.1,29.3,71.3,0.334,0.476,0.511,13.3,28.7,70.7,0.291
701,2020-21,Ohio State,31,21,10,0.677,67.6,112.7,103.9,0.529,0.569,13.5,29.2,73.1,0.372,0.487,0.522,12.9,26.9,70.8,0.335
702,2019-20,Ohio State,31,21,10,0.677,66.8,107.9,94.2,0.523,0.563,16.6,30.7,74.6,0.367,0.462,0.494,16.1,25.4,69.3,0.293
703,2023-24,Ohio,33,20,13,0.606,68.3,111.9,101.3,0.527,0.559,12.3,28.8,68.6,0.314,0.487,0.522,17.0,31.4,71.2,0.341
704,2022-23,Ohio,33,19,14,0.576,69.7,112.7,104.5,0.53,0.557,13.7,33.3,71.5,0.277,0.511,0.539,15.5,28.5,66.7,0.335
705,2021-22,Ohio,35,25,10,0.714,69.0,107.3,98.5,0.507,0.541,13.3,27.4,74.1,0.315,0.502,0.537,18.4,25.9,72.6,0.276
706,2020-21,Ohio,25,17,8,0.68,71.6,110.6,101.4,0.548,0.572,14.8,28.2,73.8,0.295,0.507,0.543,17.1,26.2,71.8,0.292
707,2019-20,Ohio,32,17,15,0.531,68.8,103.8,99.5,0.522,0.546,16.3,27.1,75.4,0.292,0.485,0.529,16.3,24.6,72.9,0.316
708,2023-24,Oakland,36,24,12,0.667,68.0,110.5,105.8,0.519,0.554,13.8,30.4,71.0,0.308,0.506,0.537,14.1,29.0,69.6,0.269
709,2022-23,Oakland,32,13,19,0.406,69.0,104.3,108.5,0.496,0.539,13.5,24.4,67.3,0.319,0.541,0.566,16.9,32.7,75.6,0.227
710,2021-22,Oakland,32,20,12,0.625,69.0,107.3,98.9,0.502,0.548,15.3,31.4,66.7,0.334,0.495,0.517,18.2,33.3,68.6,0.206
711,2020-21,Oakland,30,12,18,0.4,70.6,102.4,111.3,0.487,0.522,15.4,30.0,66.4,0.332,0.554,0.571,16.1,33.6,70.0,0.213
712,2019-20,Oakland,33,14,19,0.424,67.5,99.0,101.7,0.484,0.521,17.4,29.1,69.9,0.378,0.494,0.517,15.4,30.1,70.9,0.257
713,2023-24,Notre Dame,33,13,20,0.394,64.8,97.6,102.4,0.476,0.512,16.7,28.4,73.3,0.279,0.482,0.513,13.2,26.7,71.6,0.274
714,2022-23,Notre Dame,32,11,21,0.344,65.4,106.0,109.8,0.52,0.548,12.1,19.6,73.5,0.233,0.521,0.55,12.0,26.5,80.4,0.265
715,2021-22,Notre Dame,35,24,11,0.686,65.9,108.6,100.4,0.543,0.571,14.1,22.4,75.2,0.267,0.488,0.511,13.3,24.8,77.6,0.219
716,2020-21,Notre Dame,26,11,15,0.423,67.4,107.9,110.3,0.539,0.569,14.2,22.0,70.3,0.259,0.508,0.531,10.9,29.7,78.0,0.197
717,2019-20,Notre Dame,32,20,12,0.625,69.0,106.8,98.8,0.504,0.533,12.4,26.9,71.9,0.25,0.475,0.499,14.5,28.1,73.1,0.197
718,2023-24,Northwestern State,32,9,23,0.281,69.3,100.2,107.8,0.486,0.516,16.3,30.7,65.5,0.354,0.512,0.547,16.2,34.5,69.3,0.406
719,2022-23,Northwestern State,33,22,11,0.667,68.4,108.2,104.5,0.513,0.539,14.7,32.9,66.2,0.27,0.51,0.553,18.5,33.8,67.1,0.382
720,2021-22,Northwestern State,32,9,23,0.281,73.2,100.9,109.8,0.503,0.526,16.6,29.3,68.3,0.244,0.523,0.557,14.9,31.7,70.7,0.315
721,2020-21,Northwestern State,29,11,18,0.379,73.4,98.1,107.7,0.489,0.516,17.0,26.8,68.7,0.296,0.529,0.556,15.8,31.3,73.2,0.348
722,2019-20,Northwestern State,30,15,15,0.5,74.5,100.9,101.2,0.507,0.543,19.1,31.0,68.2,0.331,0.469,0.511,15.6,31.8,69.0,0.368
723,2023-24,Northwestern,34,22,12,0.647,64.8,111.2,104.7,0.526,0.558,11.8,25.7,72.2,0.292,0.515,0.553,16.6,27.8,74.3,0.393
724,2022-23,Northwestern,34,22,12,0.647,65.0,103.5,95.9,0.473,0.513,12.7,28.5,72.3,0.297,0.484,0.515,18.6,27.7,71.5,0.316
725,2021-22,Northwestern,31,15,16,0.484,68.8,104.4,100.0,0.495,0.523,12.3,25.4,75.3,0.256,0.504,0.54,17.3,24.7,74.6,0.344
726,2020-21,Northwestern,24,9,15,0.375,69.3,100.3,100.0,0.505,0.533,15.2,21.7,74.8,0.271,0.499,0.532,16.3,25.2,78.3,0.326
727,2019-20,Northwestern,31,8,23,0.258,66.7,96.5,104.2,0.469,0.502,14.0,22.0,70.8,0.258,0.492,0.522,13.7,29.2,78.0,0.286
728,2023-24,Northern Kentucky,33,18,15,0.545,69.7,105.8,103.5,0.51,0.546,15.2,29.9,68.0,0.357,0.509,0.54,17.7,32.0,70.1,0.288
729,2022-23,Northern Kentucky,35,22,13,0.629,63.5,104.8,98.3,0.497,0.525,14.9,32.2,67.9,0.278,0.509,0.538,21.0,32.1,67.8,0.3
730,2021-22,Northern Kentucky,32,20,12,0.625,65.6,104.9,97.7,0.503,0.531,16.6,35.3,69.5,0.259,0.49,0.521,18.6,30.5,64.7,0.25
731,2020-21,Northern Kentucky,25,14,11,0.56,66.2,106.2,106.0,0.506,0.534,15.7,34.9,67.3,0.278,0.517,0.543,16.2,32.7,65.1,0.325
732,2019-20,Northern Kentucky,32,23,9,0.719,68.7,104.6,94.3,0.502,0.533,15.5,30.4,69.2,0.34,0.464,0.494,18.0,30.8,69.6,0.301
733,2023-24,Northern Iowa,33,19,14,0.576,67.7,107.3,104.2,0.52,0.554,13.5,23.9,77.6,0.377,0.517,0.553,15.0,22.4,76.1,0.3
734,2022-23,Northern Iowa,32,14,18,0.438,67.8,102.6,102.3,0.52,0.547,15.8,22.9,77.5,0.31,0.532,0.558,16.9,22.5,77.1,0.264
735,2021-22,Northern Iowa,32,20,12,0.625,67.6,108.0,103.0,0.537,0.576,14.7,21.0,78.3,0.325,0.536,0.558,16.2,21.7,79.0,0.226
736,2020-21,Northern Iowa,25,10,15,0.4,68.9,99.9,102.3,0.507,0.53,16.6,25.8,78.8,0.259,0.523,0.551,15.8,21.2,74.2,0.262
737,2019-20,Northern Iowa,31,25,6,0.806,65.9,112.8,97.1,0.556,0.583,15.7,29.8,77.7,0.264,0.481,0.506,13.9,22.3,70.2,0.244
738,2023-24,Northern Illinois,31,11,20,0.355,69.7,103.7,109.6,0.507,0.537,15.7,29.0,68.8,0.365,0.514,0.543,13.3,31.2,71.0,0.345
739,2022-23,Northern Illinois,32,13,19,0.406,70.9,101.2,105.4,0.526,0.548,17.9,25.2,67.5,0.333,0.51,0.542,16.3,32.5,74.8,0.357
740,2021-22,Northern Illinois,30,9,21,0.3,68.6,93.1,103.9,0.472,0.505,17.7,24.3,70.6,0.331,0.506,0.547,17.2,29.4,75.7,0.407
741,2020-21,Northern Illinois,19,3,16,0.158,67.4,91.8,114.1,0.444,0.465,17.0,32.6,68.7,0.239,0.547,0.578,14.6,31.3,67.4,0.338
742,2019-20,Northern Illinois,31,18,13,0.581,66.2,100.4,96.9,0.476,0.504,15.1,31.2,75.7,0.281,0.469,0.506,15.4,24.3,68.8,0.311
743,2023-24,Northern Colorado,33,19,14,0.576,69.9,110.1,106.9,0.549,0.575,13.9,24.4,75.0,0.292,0.52,0.552,14.0,25.0,75.6,0.286
744,2022-23,Northern Colorado,32,12,20,0.375,69.3,105.3,110.9,0.52,0.555,15.3,24.2,73.1,0.319,0.529,0.56,12.4,26.9,75.8,0.32
745,2021-22,Northern Colorado,38,22,16,0.579,70.7,109.2,107.8,0.563,0.586,15.7,22.9,76.6,0.303,0.521,0.551,12.4,23.4,77.1,0.292
746,2020-21,Northern Colorado,22,11,11,0.5,69.4,101.1,99.0,0.531,0.553,18.1,24.5,79.0,0.312,0.48,0.522,13.8,21.0,75.5,0.324
747,2019-20,Northern Colorado,31,22,9,0.71,65.9,111.8,94.4,0.556,0.572,13.5,25.4,77.3,0.261,0.474,0.501,15.2,22.7,74.6,0.247
748,2023-24,Northern Arizona,33,14,19,0.424,69.0,98.7,110.2,0.493,0.524,16.1,24.1,68.9,0.311,0.529,0.563,14.6,31.1,75.9,0.374
749,2022-23,Northern Arizona,35,12,23,0.343,68.0,106.9,108.3,0.508,0.538,13.6,28.0,74.9,0.271,0.54,0.577,15.8,25.1,72.0,0.383
750,2021-22,Northern Arizona,32,9,23,0.281,67.8,98.8,107.4,0.492,0.517,17.1,28.6,77.4,0.281,0.52,0.554,12.8,22.6,71.4,0.341
751,2020-21,Northern Arizona,22,6,16,0.273,65.3,96.2,113.5,0.48,0.507,15.9,23.8,72.1,0.304,0.582,0.609,16.5,27.9,76.2,0.332
752,2019-20,Northern Arizona,30,16,14,0.533,67.7,104.4,102.1,0.508,0.537,14.9,27.5,75.1,0.307,0.522,0.55,17.1,24.9,72.5,0.273
753,2023-24,Northeastern,32,12,20,0.375,65.8,105.5,109.9,0.512,0.546,16.4,31.8,72.3,0.298,0.538,0.569,14.9,27.7,68.2,0.283
754,2022-23,Northeastern,30,10,20,0.333,67.1,96.5,105.9,0.48,0.508,18.3,31.7,73.1,0.278,0.501,0.534,12.7,26.9,68.3,0.317
755,2021-22,Northeastern,31,9,22,0.29,65.4,97.5,104.8,0.501,0.536,18.9,26.3,76.3,0.306,0.517,0.548,14.1,23.7,73.7,0.256
